step,mujoco_step_times,brax_step_times
829,5.817413330078125e-05,
830,5.7697296142578125e-05,
831,5.7220458984375e-05,
832,5.91278076171875e-05,
833,6.508827209472656e-05,
834,6.031990051269531e-05,
835,5.626678466796875e-05,
836,5.888938903808594e-05,
837,6.198883056640625e-05,
838,5.817413330078125e-05,
839,5.602836608886719e-05,
840,5.793571472167969e-05,
841,5.817413330078125e-05,
842,5.793571472167969e-05,
843,5.888938903808594e-05,
844,6.29425048828125e-05,
845,5.888938903808594e-05,
846,5.698204040527344e-05,
847,5.91278076171875e-05,
848,6.008148193359375e-05,
849,5.888938903808594e-05,
850,6.699562072753906e-05,
851,5.6743621826171875e-05,
852,5.602836608886719e-05,
853,5.602836608886719e-05,
854,5.793571472167969e-05,
855,6.508827209472656e-05,
856,5.626678466796875e-05,
857,5.7220458984375e-05,
858,0.00014328956604003906,
859,7.891654968261719e-05,
860,6.866455078125e-05,
861,6.29425048828125e-05,
862,6.222724914550781e-05,
863,6.103515625e-05,
864,6.008148193359375e-05,
865,6.198883056640625e-05,
866,5.936622619628906e-05,
867,5.91278076171875e-05,
868,6.008148193359375e-05,
869,5.793571472167969e-05,
870,5.793571472167969e-05,
871,5.91278076171875e-05,
872,5.817413330078125e-05,
873,5.793571472167969e-05,
874,5.793571472167969e-05,
875,5.91278076171875e-05,
876,5.817413330078125e-05,
877,5.7697296142578125e-05,
878,0.00017309188842773438,
879,0.00010204315185546875,
880,7.200241088867188e-05,
881,6.699562072753906e-05,
882,6.699562072753906e-05,
883,6.29425048828125e-05,
884,6.413459777832031e-05,
885,6.4849853515625e-05,
886,6.198883056640625e-05,
887,6.079673767089844e-05,
888,6.008148193359375e-05,
889,5.984306335449219e-05,
890,5.91278076171875e-05,
891,5.91278076171875e-05,
892,5.888938903808594e-05,
893,5.6743621826171875e-05,
894,5.817413330078125e-05,
895,5.817413330078125e-05,
896,5.6743621826171875e-05,
897,5.91278076171875e-05,
898,5.817413330078125e-05,
899,5.6743621826171875e-05,
900,5.793571472167969e-05,
901,5.793571472167969e-05,
902,5.817413330078125e-05,
903,5.7697296142578125e-05,
904,6.008148193359375e-05,
905,5.936622619628906e-05,
906,5.817413330078125e-05,
907,5.6743621826171875e-05,
908,5.817413330078125e-05,
909,5.817413330078125e-05,
910,5.6743621826171875e-05,
911,5.698204040527344e-05,
912,5.7220458984375e-05,
913,5.984306335449219e-05,
914,5.984306335449219e-05,
915,5.817413330078125e-05,
916,0.00017309188842773438,
917,5.793571472167969e-05,
918,5.698204040527344e-05,
919,5.698204040527344e-05,
920,5.888938903808594e-05,
921,5.984306335449219e-05,
922,5.91278076171875e-05,
923,5.817413330078125e-05,
924,6.008148193359375e-05,
925,5.7697296142578125e-05,
926,5.91278076171875e-05,
927,5.793571472167969e-05,
928,6.008148193359375e-05,
929,5.888938903808594e-05,
930,5.6743621826171875e-05,
931,5.602836608886719e-05,
932,5.602836608886719e-05,
933,5.602836608886719e-05,
934,6.103515625e-05,
935,6.198883056640625e-05,
936,5.888938903808594e-05,
937,5.888938903808594e-05,
938,5.7220458984375e-05,
939,5.7220458984375e-05,
940,5.7697296142578125e-05,
941,5.698204040527344e-05,
942,5.4836273193359375e-05,
943,5.602836608886719e-05,
944,5.888938903808594e-05,
945,5.817413330078125e-05,
946,5.602836608886719e-05,
947,5.602836608886719e-05,
948,5.4836273193359375e-05,
949,5.507469177246094e-05,
950,5.602836608886719e-05,
951,5.507469177246094e-05,
952,5.698204040527344e-05,
953,5.3882598876953125e-05,
954,5.698204040527344e-05,
955,5.507469177246094e-05,
956,5.793571472167969e-05,
957,5.626678466796875e-05,
958,5.7220458984375e-05,
959,5.507469177246094e-05,
960,5.602836608886719e-05,
961,5.698204040527344e-05,
962,5.698204040527344e-05,
963,6.008148193359375e-05,
964,5.7220458984375e-05,
965,5.7220458984375e-05,
966,5.7697296142578125e-05,
967,5.698204040527344e-05,
968,5.602836608886719e-05,
969,5.817413330078125e-05,
970,5.91278076171875e-05,
971,5.6743621826171875e-05,
972,5.91278076171875e-05,
973,5.602836608886719e-05,
974,5.602836608886719e-05,
975,5.698204040527344e-05,
976,5.698204040527344e-05,
977,5.698204040527344e-05,
978,5.698204040527344e-05,
979,5.888938903808594e-05,
980,5.6743621826171875e-05,
981,5.91278076171875e-05,
982,5.817413330078125e-05,
983,5.793571472167969e-05,
984,5.602836608886719e-05,
985,5.5789947509765625e-05,
986,5.698204040527344e-05,
987,5.698204040527344e-05,
988,5.698204040527344e-05,
989,5.602836608886719e-05,
